playerID,subset,flute,style,technique_name,playing_technique,start,end,file_name
10,validation,G,north,FT,1,15.8877551,17.5,10G_Iso_FT
10,validation,G,north,FT,1,18.40408163,20.01632653,10G_Iso_FT
10,validation,G,north,FT,1,20.98367347,22.49183674,10G_Iso_FT
10,validation,G,north,FT,1,23.44897959,25.00612245,10G_Iso_FT
10,validation,G,north,FT,1,25.87142857,27.48163265,10G_Iso_FT
10,validation,G,north,FT,1,28.46734694,30.16734694,10G_Iso_FT
10,validation,G,north,FT,1,31.2122449,32.62040816,10G_Iso_FT
10,validation,G,north,FT,1,33.55918367,35.10204082,10G_Iso_FT
10,validation,G,north,FT,1,35.94897959,37.37959184,10G_Iso_FT
10,validation,G,north,FT,1,38.27142857,39.92040816,10G_Iso_FT
10,validation,G,north,Glissando,2,0.796734694,1.192199546,10G_Iso_Glissando
10,validation,G,north,Glissando,2,2.203718821,2.644172336,10G_Iso_Glissando
10,validation,G,north,Glissando,2,3.601269841,4.075827664,10G_Iso_Glissando
10,validation,G,north,Glissando,2,4.865306122,5.371791383,10G_Iso_Glissando
10,validation,G,north,Glissando,2,6.055328798,6.636553288,10G_Iso_Glissando
10,validation,G,north,Glissando,2,7.248979592,7.861405896,10G_Iso_Glissando
10,validation,G,north,Glissando,2,8.519546485,9.114557823,10G_Iso_Glissando
10,validation,G,north,Glissando,2,9.753106576,10.39092971,10G_Iso_Glissando
10,validation,G,north,Glissando,2,10.97723356,11.64045352,10G_Iso_Glissando
10,validation,G,north,Glissando,2,12.3014966,13.00172336,10G_Iso_Glissando
10,validation,G,north,Glissando,2,13.61342404,14.34630386,10G_Iso_Glissando
10,validation,G,north,Glissando,2,14.84553288,15.66185941,10G_Iso_Glissando
10,validation,G,north,Glissando,2,16.25396825,17.15664399,10G_Iso_Glissando
10,validation,G,north,Glissando,2,17.77487528,18.52444444,10G_Iso_Glissando
10,validation,G,north,Glissando,2,19.33714286,20.04462585,10G_Iso_Glissando
10,validation,G,north,Glissando,2,20.81451247,21.51111111,10G_Iso_Glissando
10,validation,G,north,Glissando,2,22.24326531,22.99283447,10G_Iso_Glissando
10,validation,G,north,Glissando,2,23.70394558,24.50285714,10G_Iso_Glissando
10,validation,G,north,Glissando,2,25.30902494,25.95265306,10G_Iso_Glissando
10,validation,G,north,Glissando,2,26.76970522,27.38503401,10G_Iso_Glissando
10,validation,G,north,Glissando,2,28.24997732,28.91464853,10G_Iso_Glissando
10,validation,G,north,Glissando,2,29.73024943,30.26575964,10G_Iso_Glissando
10,validation,G,north,Glissando,2,30.99718821,31.54430839,10G_Iso_Glissando
10,validation,G,north,Glissando,2,32.18430839,32.66031746,10G_Iso_Glissando
10,validation,G,north,Glissando,2,33.24081633,33.62031746,10G_Iso_Glissando
10,validation,G,north,Portamento,3,1.055102041,1.289795918,10G_Iso_Portamento
10,validation,G,north,Portamento,3,2.618367347,2.944897959,10G_Iso_Portamento
10,validation,G,north,Portamento,3,4.187755102,4.459183673,10G_Iso_Portamento
10,validation,G,north,Portamento,3,5.73877551,6.07755102,10G_Iso_Portamento
10,validation,G,north,Portamento,3,6.989795918,7.324489796,10G_Iso_Portamento
10,validation,G,north,Portamento,3,8.491836735,8.86122449,10G_Iso_Portamento
10,validation,G,north,Portamento,3,9.857142857,10.18163265,10G_Iso_Portamento
10,validation,G,north,Portamento,3,11.47755102,11.83877551,10G_Iso_Portamento
10,validation,G,north,Portamento,3,12.90408163,13.32040816,10G_Iso_Portamento
10,validation,G,north,Portamento,3,14.6122449,15.02040816,10G_Iso_Portamento
10,validation,G,north,Portamento,3,16.13265306,16.49387755,10G_Iso_Portamento
10,validation,G,north,Portamento,3,17.69387755,18.02857143,10G_Iso_Portamento
10,validation,G,north,Portamento,3,21.95102041,22.24489796,10G_Iso_Portamento
10,validation,G,north,Portamento,3,23.30204082,23.59591837,10G_Iso_Portamento
10,validation,G,north,Portamento,3,24.75306122,25.08979592,10G_Iso_Portamento
10,validation,G,north,Portamento,3,26.25510204,26.6244898,10G_Iso_Portamento
10,validation,G,north,Portamento,3,27.60612245,27.95102041,10G_Iso_Portamento
10,validation,G,north,Portamento,3,28.96734694,29.31632653,10G_Iso_Portamento
10,validation,G,north,Portamento,3,30.45510204,30.78571429,10G_Iso_Portamento
10,validation,G,north,Portamento,3,31.90408163,32.25714286,10G_Iso_Portamento
10,validation,G,north,Portamento,3,33.25102041,33.62244898,10G_Iso_Portamento
10,validation,G,north,Portamento,3,34.66122449,35.0755102,10G_Iso_Portamento
10,validation,G,north,Portamento,3,36.10612245,36.55306122,10G_Iso_Portamento
10,validation,G,north,Portamento,3,37.45714286,37.84897959,10G_Iso_Portamento
10,validation,G,north,Portamento,3,38.84081633,39.22653061,10G_Iso_Portamento
10,validation,G,north,Portamento,3,40.30612245,40.7244898,10G_Iso_Portamento
10,validation,G,north,Portamento,3,41.73673469,42.12244898,10G_Iso_Portamento
10,validation,G,north,Portamento,3,43.2122449,43.61632653,10G_Iso_Portamento
10,validation,G,north,Portamento,3,45.06734694,45.41020408,10G_Iso_Portamento
10,validation,G,north,Portamento,3,46.57755102,46.92653061,10G_Iso_Portamento
10,validation,G,north,Portamento,3,47.85918367,48.24693878,10G_Iso_Portamento
10,validation,G,north,Portamento,3,49.32653061,49.69183674,10G_Iso_Portamento
10,validation,G,north,Portamento,3,50.81020408,51.15102041,10G_Iso_Portamento
10,validation,G,north,Portamento,3,52.26122449,52.6,10G_Iso_Portamento
10,validation,G,north,Portamento,3,53.73469388,54.06530612,10G_Iso_Portamento
10,validation,G,north,Portamento,3,55.23061225,55.59795918,10G_Iso_Portamento
10,validation,G,north,Portamento,3,56.77959184,57.07142857,10G_Iso_Portamento
10,validation,G,north,Portamento,3,58.20408163,58.54693878,10G_Iso_Portamento
10,validation,G,north,Portamento,3,59.67755102,60.02857143,10G_Iso_Portamento
10,validation,G,north,Portamento,3,61.26122449,61.57959184,10G_Iso_Portamento
10,validation,G,north,Portamento,3,62.74897959,63.21428571,10G_Iso_Portamento
10,validation,G,north,Portamento,3,64.46530612,64.74693878,10G_Iso_Portamento
10,validation,G,north,Portamento,3,65.83469388,66.16734694,10G_Iso_Portamento
10,validation,G,north,Portamento,3,67.31632653,67.74489796,10G_Iso_Portamento
10,validation,G,north,Portamento,3,71.4122449,71.81020408,10G_Iso_Portamento
10,validation,G,north,Portamento,3,72.98571429,73.32857143,10G_Iso_Portamento
10,validation,G,north,Portamento,3,74.64081633,74.98367347,10G_Iso_Portamento
10,validation,G,north,Portamento,3,76.1877551,76.54081633,10G_Iso_Portamento
10,validation,G,north,Portamento,3,77.57959184,77.91020408,10G_Iso_Portamento
10,validation,G,north,Portamento,3,79.06938776,79.45714286,10G_Iso_Portamento
10,validation,G,north,Portamento,3,80.57346939,80.93265306,10G_Iso_Portamento
10,validation,G,north,Portamento,3,82.15918367,82.55918367,10G_Iso_Portamento
10,validation,G,north,Portamento,3,83.78163265,84.13265306,10G_Iso_Portamento
10,validation,G,north,Portamento,3,85.3244898,85.6877551,10G_Iso_Portamento
10,validation,G,north,Portamento,3,90.52589569,90.96707483,10G_Iso_Portamento
10,validation,G,north,Portamento,3,92.63061225,93.06530612,10G_Iso_Portamento
10,validation,G,north,Portamento,3,94.88979592,95.37755102,10G_Iso_Portamento
10,validation,G,north,Portamento,3,96.57959184,97.09795918,10G_Iso_Portamento
10,validation,G,north,Portamento,3,98.44897959,98.75918367,10G_Iso_Portamento
10,validation,G,north,Portamento,3,100.1306122,100.5142857,10G_Iso_Portamento
10,validation,G,north,Portamento,3,101.5040816,101.877551,10G_Iso_Portamento
10,validation,G,north,Portamento,3,103.0326531,103.3877551,10G_Iso_Portamento
10,validation,G,north,Portamento,3,104.9285714,105.244898,10G_Iso_Portamento
10,validation,G,north,Portamento,3,106.1877551,106.6632653,10G_Iso_Portamento
10,validation,G,north,Portamento,3,108.0346939,108.4816327,10G_Iso_Portamento
10,validation,G,north,Portamento,3,109.3,109.7755102,10G_Iso_Portamento
10,validation,G,north,Portamento,3,111.2020408,111.5367347,10G_Iso_Portamento
10,validation,G,north,Portamento,3,112.5326531,112.8530612,10G_Iso_Portamento
10,validation,G,north,Portamento,3,114.2346939,114.5795918,10G_Iso_Portamento
10,validation,G,north,Portamento,3,115.522449,115.8877551,10G_Iso_Portamento
10,validation,G,north,Portamento,3,117.1265306,117.5387755,10G_Iso_Portamento
10,validation,G,north,Portamento,3,118.355102,118.8428571,10G_Iso_Portamento
10,validation,G,north,Portamento,3,120.0102041,120.3938776,10G_Iso_Portamento
10,validation,G,north,Portamento,3,121.4020408,121.9122449,10G_Iso_Portamento
10,validation,G,north,Trill,4,0.325079365,2.377142857,10G_Iso_Trill
10,validation,G,north,Trill,4,2.812517007,4.916825397,10G_Iso_Trill
10,validation,G,north,Trill,4,5.639546485,7.325895692,10G_Iso_Trill
10,validation,G,north,Trill,4,7.996371882,9.485351474,10G_Iso_Trill
10,validation,G,north,Trill,4,10.09197279,11.9321542,10G_Iso_Trill
10,validation,G,north,Trill,4,13.26439909,15.00879819,10G_Iso_Trill
10,validation,G,north,Trill,4,15.83600907,18.00126984,10G_Iso_Trill
10,validation,G,north,Trill,4,18.7907483,20.84281179,10G_Iso_Trill
10,validation,G,north,Trill,4,21.48136054,24.0645805,10G_Iso_Trill
10,validation,G,north,Vibrato,5,0.275736961,2.348117914,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,4.162176871,6.92244898,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,8.074739229,10.67247166,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,12.31238095,15.11909297,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,16.5355102,19.74566893,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,20.90666667,23.26349206,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,24.82793651,27.8000907,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,28.73759637,31.92453515,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,32.75755102,35.51201814,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,36.43501134,39.48553288,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,40.18503401,43.25587302,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,44.53297052,47.29904762,10G_Iso_Vibrato
10,validation,G,north,Vibrato,5,48.25687075,50.77333333,10G_Iso_Vibrato
1,validation,C,south,Acciacatura,0,0.429591837,0.647959184,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,1.244897959,1.447959184,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,2.031632653,2.234693878,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,2.769387755,2.97244898,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,4.134693878,4.365306122,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,4.904081633,5.124489796,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,5.705102041,5.919387755,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,6.494897959,6.71122449,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,7.862244898,8.082653061,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,8.664285714,8.894897959,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,9.492857143,9.732653061,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,10.3244898,10.56734694,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,11.74489796,11.99183674,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,12.52755102,12.76326531,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,13.31938776,13.55,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,14.13571429,14.37346939,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,15.5744898,15.82142857,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,16.36428571,16.59693878,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,17.1377551,17.3755102,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,17.91530612,18.14693878,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,19.38469388,19.64285714,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,20.17244898,20.42244898,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,20.93367347,21.16938776,1C_Iso_Acciacatura
1,validation,C,south,Acciacatura,0,21.66428571,21.9,1C_Iso_Acciacatura
1,validation,C,south,FT,1,0.557278912,1.737142857,1C_Iso_FT
1,validation,C,south,FT,1,2.829931973,4.037369615,1C_Iso_FT
1,validation,C,south,FT,1,4.964716553,6.054603175,1C_Iso_FT
1,validation,C,south,FT,1,7.044353741,8.158911565,1C_Iso_FT
1,validation,C,south,FT,1,9.13414966,10.12680272,1C_Iso_FT
1,validation,C,south,FT,1,11.2370068,12.21079365,1C_Iso_FT
1,validation,C,south,FT,1,13.310839,14.28897959,1C_Iso_FT
1,validation,C,south,FT,1,15.39628118,16.34684807,1C_Iso_FT
1,validation,C,south,FT,1,17.52380952,18.42503401,1C_Iso_FT
1,validation,C,south,FT,1,19.58748299,20.4277551,1C_Iso_FT
1,validation,C,south,FT,1,21.48716553,22.40435374,1C_Iso_FT
1,validation,C,south,FT,1,23.51891157,24.29823129,1C_Iso_FT
1,validation,C,south,FT,1,25.52453515,26.35464853,1C_Iso_FT
1,validation,C,south,FT,1,27.4706576,28.33995465,1C_Iso_FT
1,validation,C,south,FT,1,29.41823129,30.3107483,1C_Iso_FT
1,validation,C,south,FT,1,31.3846712,32.24090703,1C_Iso_FT
1,validation,C,south,Glissando,2,0.634693878,1.220408163,1C_Iso_Glissando
1,validation,C,south,Glissando,2,1.954081633,2.548979592,1C_Iso_Glissando
1,validation,C,south,Glissando,2,3.247959184,3.805102041,1C_Iso_Glissando
1,validation,C,south,Glissando,2,4.306122449,4.901020408,1C_Iso_Glissando
1,validation,C,south,Glissando,2,5.405102041,6.02244898,1C_Iso_Glissando
1,validation,C,south,Glissando,2,6.476530612,7.130612245,1C_Iso_Glissando
1,validation,C,south,Glissando,2,7.566326531,8.284693878,1C_Iso_Glissando
1,validation,C,south,Glissando,2,8.778571429,9.544897959,1C_Iso_Glissando
1,validation,C,south,Glissando,2,9.98877551,10.72653061,1C_Iso_Glissando
1,validation,C,south,Glissando,2,11.19795918,11.95714286,1C_Iso_Glissando
1,validation,C,south,Glissando,2,12.41632653,13.2377551,1C_Iso_Glissando
1,validation,C,south,Glissando,2,13.64183674,14.53673469,1C_Iso_Glissando
1,validation,C,south,Glissando,2,16.63163265,17.19081633,1C_Iso_Glissando
1,validation,C,south,Glissando,2,18.07653061,18.59183674,1C_Iso_Glissando
1,validation,C,south,Glissando,2,19.4,19.9377551,1C_Iso_Glissando
1,validation,C,south,Glissando,2,20.66836735,21.24285714,1C_Iso_Glissando
1,validation,C,south,Glissando,2,21.96938776,22.56836735,1C_Iso_Glissando
1,validation,C,south,Glissando,2,23.2,23.82142857,1C_Iso_Glissando
1,validation,C,south,Glissando,2,24.44897959,25.12142857,1C_Iso_Glissando
1,validation,C,south,Glissando,2,25.73979592,26.41428571,1C_Iso_Glissando
1,validation,C,south,Glissando,2,27.07959184,27.76734694,1C_Iso_Glissando
1,validation,C,south,Glissando,2,28.40306122,29.06020408,1C_Iso_Glissando
1,validation,C,south,Glissando,2,29.67653061,30.43163265,1C_Iso_Glissando
1,validation,C,south,Glissando,2,30.9755102,31.84693878,1C_Iso_Glissando
1,validation,C,south,Glissando,2,33.80510204,34.59285714,1C_Iso_Glissando
1,validation,C,south,Glissando,2,35.40816327,36.18163265,1C_Iso_Glissando
1,validation,C,south,Glissando,2,37.33571429,38.03367347,1C_Iso_Glissando
1,validation,C,south,Glissando,2,38.94183674,39.61836735,1C_Iso_Glissando
1,validation,C,south,Glissando,2,40.4244898,41.05510204,1C_Iso_Glissando
1,validation,C,south,Glissando,2,41.71020408,42.31632653,1C_Iso_Glissando
1,validation,C,south,Glissando,2,42.88367347,43.40102041,1C_Iso_Glissando
1,validation,C,south,Glissando,2,43.94183674,44.39795918,1C_Iso_Glissando
1,validation,C,south,Glissando,2,45.28061225,45.72959184,1C_Iso_Glissando
1,validation,C,south,Glissando,2,46.41734694,46.92653061,1C_Iso_Glissando
1,validation,C,south,Glissando,2,47.70612245,48.11020408,1C_Iso_Glissando
1,validation,C,south,Portamento,3,4.623673469,5.604081633,1C_Iso_Portamento
1,validation,C,south,Portamento,3,7.920907029,8.550748299,1C_Iso_Portamento
1,validation,C,south,Portamento,3,10.75664399,11.35746032,1C_Iso_Portamento
1,validation,C,south,Portamento,3,13.6707483,14.40217687,1C_Iso_Portamento
1,validation,C,south,Portamento,3,16.27428571,16.8431746,1C_Iso_Portamento
1,validation,C,south,Portamento,3,18.99972789,19.72825397,1C_Iso_Portamento
1,validation,C,south,Portamento,3,21.78031746,22.36952381,1C_Iso_Portamento
1,validation,C,south,Portamento,3,24.43029479,24.97306122,1C_Iso_Portamento
1,validation,C,south,Portamento,3,27.10929705,27.72462585,1C_Iso_Portamento
1,validation,C,south,Portamento,3,29.73605442,30.38040816,1C_Iso_Portamento
1,validation,C,south,Portamento,3,32.43827664,33.10004535,1C_Iso_Portamento
1,validation,C,south,Portamento,3,34.99827664,35.48879819,1C_Iso_Portamento
1,validation,C,south,Portamento,3,37.72081633,38.63219955,1C_Iso_Portamento
1,validation,C,south,Portamento,3,41.02675737,41.84526077,1C_Iso_Portamento
1,validation,C,south,Portamento,3,43.94376417,44.71873016,1C_Iso_Portamento
1,validation,C,south,Portamento,3,46.83755102,47.49641723,1C_Iso_Portamento
1,validation,C,south,Portamento,3,49.33877551,49.99256236,1C_Iso_Portamento
1,validation,C,south,Portamento,3,51.91111111,52.58739229,1C_Iso_Portamento
1,validation,C,south,Portamento,3,54.43047619,54.98195011,1C_Iso_Portamento
1,validation,C,south,Portamento,3,57.15011338,58.00272109,1C_Iso_Portamento
1,validation,C,south,Portamento,3,60.03809524,60.78984127,1C_Iso_Portamento
1,validation,C,south,Portamento,3,62.5414966,63.20181406,1C_Iso_Portamento
1,validation,C,south,Portamento,3,65.19292517,65.75891157,1C_Iso_Portamento
1,validation,C,south,Portamento,3,67.69777778,68.15346939,1C_Iso_Portamento
1,validation,C,south,Portamento,3,72.63782313,73.15446712,1C_Iso_Portamento
1,validation,C,south,Portamento,3,74.89015873,75.35165533,1C_Iso_Portamento
1,validation,C,south,Portamento,3,77.03800454,77.57786848,1C_Iso_Portamento
1,validation,C,south,Portamento,3,78.89269841,79.59510204,1C_Iso_Portamento
1,validation,C,south,Portamento,3,80.9476644,81.4585034,1C_Iso_Portamento
1,validation,C,south,Portamento,3,82.66303855,83.12163265,1C_Iso_Portamento
1,validation,C,south,Portamento,3,84.62222222,84.86312925,1C_Iso_Portamento
1,validation,C,south,Portamento,3,86.05024943,86.41306122,1C_Iso_Portamento
1,validation,C,south,Portamento,3,87.77142857,88.25904762,1C_Iso_Portamento
1,validation,C,south,Portamento,3,89.96281179,90.22403628,1C_Iso_Portamento
1,validation,C,south,Portamento,3,91.45469388,91.90748299,1C_Iso_Portamento
1,validation,C,south,Portamento,3,93.09460318,93.56770975,1C_Iso_Portamento
1,validation,C,south,Trill,4,0.38893424,2.217505669,1C_Iso_Trill
1,validation,C,south,Trill,4,3.915464853,5.48861678,1C_Iso_Trill
1,validation,C,south,Trill,4,7.111111111,8.695873016,1C_Iso_Trill
1,validation,C,south,Trill,4,10.47219955,11.95827664,1C_Iso_Trill
1,validation,C,south,Trill,4,13.69106576,15.3077551,1C_Iso_Trill
1,validation,C,south,Trill,4,16.83156463,18.65723356,1C_Iso_Trill
1,validation,C,south,Trill,4,20.00689342,21.81514739,1C_Iso_Trill
1,validation,C,south,Trill,4,23.3999093,24.97306122,1C_Iso_Trill
1,validation,C,south,Trill,4,26.40399093,28.06712018,1C_Iso_Trill
1,validation,C,south,Trill,4,29.50095238,31.10022676,1C_Iso_Trill
1,validation,C,south,Trill,4,32.74884354,34.14494331,1C_Iso_Trill
1,validation,C,south,Trill,4,35.72390023,37.27963719,1C_Iso_Trill
1,validation,C,south,Trill,4,38.84698413,40.37369615,1C_Iso_Trill
1,validation,C,south,Trill,4,41.75818594,43.45324263,1C_Iso_Trill
1,validation,C,south,Trill,4,44.9538322,46.36444444,1C_Iso_Trill
1,validation,C,south,Trill,4,47.94630386,49.47301587,1C_Iso_Trill
1,validation,C,south,Trill,4,51.08099773,52.72380952,1C_Iso_Trill
1,validation,C,south,Trill,4,54.34049887,55.8585034,1C_Iso_Trill
1,validation,C,south,Trill,4,57.38811791,58.9322449,1C_Iso_Trill
1,validation,C,south,Trill,4,60.2644898,62.46748299,1C_Iso_Trill
1,validation,C,south,Trill,4,63.82294785,65.8924263,1C_Iso_Trill
1,validation,C,south,Vibrato,5,0.827210884,2.766077098,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,3.918367347,5.74984127,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,6.713469388,8.69877551,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,10.18485261,11.98730159,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,13.13088435,14.80562358,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,16.60517007,18.4337415,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,20.52063492,21.97478458,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,23.20253968,24.88018141,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,26.13405896,27.86975057,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,29.12362812,30.87963719,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,32.15673469,33.65442177,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,35.3814059,37.08807256,1C_Iso_Vibrato
1,validation,C,south,Vibrato,5,38.82956916,40.31854875,1C_Iso_Vibrato
2,training,G,north,Acciacatura,0,0.481814059,0.761904762,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,1.307573696,1.600725624,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,2.118820862,2.397460317,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,2.90829932,3.192743764,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,3.760181406,4.056235828,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,4.575782313,4.861678005,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,5.413151927,5.684535147,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,6.180861678,6.455147392,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,7.04,7.330249433,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,7.855600907,8.150204082,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,8.661043084,8.945487528,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,9.476643991,9.778503401,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,10.26612245,10.56798186,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,11.06430839,11.35600907,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,11.83492064,12.14258503,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,12.63165533,12.91755102,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,13.48789116,13.80426304,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,14.2831746,14.60244898,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,15.08861678,15.37306122,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,15.86793651,16.18866213,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,16.64580499,16.9723356,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,17.44399093,17.78068027,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,18.24507937,18.57741497,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,19.04326531,19.37269841,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,19.82693878,20.12154195,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,20.61496599,20.91827664,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,21.39138322,21.69469388,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,22.15183674,22.45659864,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,22.90213152,23.22430839,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,23.66113379,23.97895692,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,24.40126984,24.7045805,2G_Iso_Acciacatura
2,training,G,north,Acciacatura,0,25.15446712,25.4737415,2G_Iso_Acciacatura
2,training,G,north,FT,1,0.453061224,2.408163265,2G_Iso_FT
2,training,G,north,FT,1,3.094058957,5.009705215,2G_Iso_FT
2,training,G,north,FT,1,5.744897959,7.703219955,2G_Iso_FT
